2453565.500000000, 2005-Jul-14 ,  5.596596114006126E+07, -1.413951832178261E+08,  1.734929795645177E+03,  2.720938182516721E+01,  1.086307138553074E+01,  9.150091636982438E-04,  5.072454549673612E+02,  1.520683617539935E+08, -8.671600886252780E-02,
2453566.500000000, 2005-Jul-15 ,  5.830874471726538E+07, -1.404367775406577E+08,  1.813596523761749E+03,  2.702046507180684E+01,  1.132163656067557E+01,  8.969290392393248E-04,  5.072192588328810E+02,  1.520605083504476E+08, -9.499345743369446E-02,
2453567.500000000, 2005-Jul-16 ,  6.063488341113219E+07, -1.394389113288825E+08,  1.888306656673551E+03,  2.682411513981431E+01,  1.177649061054893E+01,  8.229288341583541E-04,  5.071907505565882E+02,  1.520519617842244E+08, -1.027539149317389E-01,
2453568.500000000, 2005-Jul-17 ,  6.294374341928211E+07, -1.384019096876643E+08,  1.954135903172195E+03,  2.662052972576919E+01,  1.222753620979240E+01,  6.913065445353084E-04,  5.071600849679936E+02,  1.520427684720436E+08, -1.099596401936878E-01,
2453569.500000000, 2005-Jul-18 ,  6.523470859744507E+07, -1.373261043779630E+08,  2.006148286893964E+03,  2.640991818354459E+01,  1.267471888221299E+01,  5.037300110304344E-04,  5.071274247687243E+02,  1.520329771906259E+08, -1.165960879753010E-01,
2453570.500000000, 2005-Jul-19 ,  6.750718088209188E+07, -1.362118295538827E+08,  2.039749941051006E+03,  2.619248628604824E+01,  1.311803943477764E+01,  2.666851584267604E-04,  5.070929316832184E+02,  1.520226364237381E+08, -1.226872655406162E-01,
2453571.500000000, 2005-Jul-20 ,  6.976057895442250E+07, -1.350594166735044E+08,  2.051158411070704E+03,  2.596841094338921E+01,  1.355755934770659E+01, -7.414491557611314E-06,  5.070567531527122E+02,  1.520117903731508E+08, -1.283102780896501E-01,
2453572.500000000, 2005-Jul-21 ,  7.199433441855490E+07, -1.338691895372945E+08,  2.037925188846886E+03,  2.573780925263781E+01,  1.399339122822072E+01, -3.002414443704637E-04,  5.070190058352852E+02,  1.520004740120765E+08, -1.336015351838124E-01,
2453573.500000000, 2005-Jul-22 ,  7.420788543855251E+07, -1.326414609745775E+08,  1.999383585385978E+03,  2.550071289223902E+01,  1.442567017498826E+01, -5.893306834581225E-04,  5.069797594689740E+02,  1.519887082474525E+08, -1.387470691776837E-01,
2453574.500000000, 2005-Jul-23 ,  7.640066888756886E+07, -1.313765326757627E+08,  1.936867101415992E+03,  2.525706125566071E+01,  1.485451143762790E+01, -8.515105983049054E-04,  5.069390261193525E+02,  1.519764966964469E+08, -1.439553834050755E-01,
2453575.500000000, 2005-Jul-24 ,  7.857211299613592E+07, -1.300746987522794E+08,  1.853596917301416E+03,  2.500671994305701E+01,  1.527996943373779E+01, -1.066881143334086E-03,  5.068967588882579E+02,  1.519638252993442E+08, -1.494210740070454E-01,
2453576.500000000, 2005-Jul-25 ,  8.072163250640878E+07, -1.287362521746526E+08,  1.754258256047964E+03,  2.474951814953614E+01,  1.570201424454732E+01, -1.221800543727447E-03,  5.068528607188389E+02,  1.519506649592323E+08, -1.552935540503514E-01,
2453577.500000000, 2005-Jul-26 ,  8.284862731782845E+07, -1.273614922044073E+08,  1.644399995997548E+03,  2.448528927198361E+01,  1.612053207912254E+01, -1.309919065607623E-03,  5.068072000524625E+02,  1.519369762358254E+08, -1.616618799769865E-01,
2453578.500000000, 2005-Jul-27 ,  8.495248424300617E+07, -1.259507309266415E+08,  1.529828431122005E+03,  2.421390058309742E+01,  1.653534389581694E+01, -1.331382895011224E-03,  5.067596282562885E+02,  1.519227145701190E+08, -1.685570466764595E-01,
2453579.500000000, 2005-Jul-28 ,  8.703258063113368E+07, -1.245042978078314E+08,  1.416119201004505E+03,  2.393526672236291E+01,  1.694623053835222E+01, -1.291059078293522E-03,  5.067099946013736E+02,  1.519078347747125E+08, -1.759652791665978E-01,
2453580.500000000, 2005-Jul-29 ,  8.908828854562826E+07, -1.230225421630407E+08,  1.308291801914573E+03,  2.364934995709199E+01,  1.735295483439042E+01, -1.196669639505821E-03,  5.066581568307366E+02,  1.518922942020360E+08, -1.838441284034656E-01,
2453581.500000000, 2005-Jul-30 ,  9.111897861449465E+07, -1.215058340132671E+08,  1.210629150509834E+03,  2.335615338616848E+01,  1.775527650356972E+01, -1.057348967066218E-03,  5.066039873888041E+02,  1.518760546118906E+08, -1.921358843952603E-01,
2453582.500000000, 2005-Jul-31 ,  9.312402318798290E+07, -1.199545639684757E+08,  1.126598020210862E+03,  2.305571240499852E+01,  1.815296006741738E+01, -8.827473954795551E-04,  5.065473764405241E+02,  1.518590830765560E+08, -2.007763604419176E-01,
2453583.500000000, 2005-Aug-01 ,  9.510279880073914E+07, -1.183691426546916E+08,  1.058826619431376E+03,  2.274808745546486E+01,  1.854577790399755E+01, -6.825783114043915E-04,  5.064882329951064E+02,  1.518413523176796E+08, -2.096994410187837E-01,
2453584.500000000, 2005-Aug-02 ,  9.705468810536911E+07, -1.167500000012820E+08,  1.009108297102153E+03,  2.243335908684970E+01,  1.893351078114929E+01, -4.664376627134814E-04,  5.064264851743358E+02,  1.518228407867147E+08, -2.188387115669093E-01,
2453585.500000000, 2005-Aug-03 ,  9.897908147552066E+07, -1.150975845254572E+08,  9.784147312343121E+02,  2.211162515641944E+01,  1.931594761641690E+01, -2.437432420476782E-04,  5.063620802646527E+02,  1.518035326805336E+08, -2.281275355284134E-01,
2453586.500000000, 2005-Aug-04 ,  1.008753784354478E+08, -1.134123626320837E+08,  9.669131027311087E+02,  2.178299948022265E+01,  1.969288547327346E+01, -2.369041245486869E-05,  5.062949848406474E+02,  1.517834179784504E+08, -2.374986216767435E-01,
2453587.500000000, 2005-Aug-05 ,  1.027429890074536E+08, -1.116948178880960E+08,  9.739884162470698E+02,  2.144761116106420E+01,  2.006413017300477E+01,  1.848275089972873E-04,  5.062251850058877E+02,  1.517624925144198E+08, -2.468837141422264E-01,
2453588.500000000, 2005-Aug-06 ,  1.045813350077663E+08, -1.099454502186161E+08,  9.982746972218156E+02,  2.110560398807677E+01,  2.042949745846950E+01,  3.733439277784356E-04,  5.061526866713479E+02,  1.517407580605072E+08, -2.562136549034224E-01,
2453589.500000000, 2005-Aug-07 ,  1.063898512812291E+08, -1.081647749890313E+08,  1.037698330529034E+03,  2.075713559623194E+01,  2.078881441267393E+01,  5.339710350931171E-04,  5.060775157655407E+02,  1.517182223898852E+08, -2.654187673686300E-01,
2453590.500000000, 2005-Aug-08 ,  1.081679868522170E+08, -1.063533219652789E+08,  1.089534731328487E+03,  2.040237639282168E+01,  2.114192081596279E+01,  6.595520171348568E-04,  5.059997183146691E+02,  1.516948993008623E+08, -2.744293286396906E-01,
2453591.500000000, 2005-Aug-09 ,  1.099152059811818E+08, -1.045116341656976E+08,  1.150477438956499E+03,  2.004150850091034E+01,  2.148867029704568E+01,  7.437949465733951E-04,  5.059193604062805E+02,  1.516708086059867E+08, -2.831758680526334E-01,
2453592.500000000, 2005-Aug-10 ,  1.116309891427289E+08, -1.026402666179865E+08,  1.216718072123826E+03,  1.967472505022777E+01,  2.182893143282819E+01,  7.813937801799398E-04,  5.058365281104604E+02,  1.516459761084210E+08, -2.915891602737208E-01,
2453593.500000000, 2005-Aug-11 ,  1.133148339654125E+08, -1.007397850068536E+08,  1.284037414744496E+03,  1.930223000824689E+01,  2.216258928590432E+01,  7.681740632641265E-04,  5.057513274341163E+02,  1.516204335882365E+08, -2.996000555406528E-01,
2453594.500000000, 2005-Aug-12 ,  1.149662561755322E+08, -9.881076414365026E+07,  1.347912540815771E+03,  1.892423836679720E+01,  2.248954812440824E+01,  7.013320870843387E-04,  5.056638842898756E+02,  1.515942187930894E+08, -3.071396708890844E-01,
2453595.500000000, 2005-Aug-13 ,  1.165847905464773E+08, -9.685378612097599E+07,  1.403651754848659E+03,  1.854097588978200E+01,  2.280973611161588E+01,  5.798542897839098E-04,  5.055743442482088E+02,  1.515673753639087E+08, -3.141408978323549E-01,
2453596.500000000, 2005-Aug-14 ,  1.181699917535237E+08, -9.486943795902255E+07,  1.446576364986598E+03,  1.815267684560317E+01,  2.312311239200623E+01,  4.051905078448215E-04,  5.054828715092507E+02,  1.515399525266564E+08, -3.205425496550104E-01,
2453597.500000000, 2005-Aug-15 ,  1.197214348642257E+08, -9.285830855201191E+07,  1.472272090941668E+03,  1.775957741212907E+01,  2.342967597727856E+01,  1.821825009411526E-04,  5.053896461305827E+02,  1.515120042612376E+08, -3.262975153833044E-01,
2453598.500000000, 2005-Aug-16 ,  1.212387149817983E+08, -9.082098484972703E+07,  1.476926775764674E+03,  1.736190231396149E+01,  2.372947395465905E+01, -7.991210081925715E-05,  5.052948582363277E+02,  1.514835875654302E+08, -3.313855267668721E-01,
2453599.500000000, 2005-Aug-17 ,  1.227214453956117E+08, -8.875804752754170E+07,  1.457747045587748E+03,  1.695984370993105E+01,  2.402260411246837E+01, -3.667060524215060E-04,  5.051986980264941E+02,  1.514547594597624E+08, -3.358290257722190E-01,
2453600.500000000, 2005-Aug-18 ,  1.241692536586478E+08, -8.667006690200192E+07,  1.413401052035391E+03,  1.655353525921184E+01,  2.430920558535246E+01, -6.589055366799101E-04,  5.051013413147650E+02,  1.514255726518503E+08, -3.397071967370944E-01,
2453601.500000000, 2005-Aug-19 ,  1.255817755037269E+08, -8.455760034728633E+07,  1.344379518128932E+03,  1.614302988226559E+01,  2.458943320232495E+01, -9.340443068133197E-04,  5.050029322235235E+02,  1.513960703484975E+08, -3.431602418740076E-01,
2453602.500000000, 2005-Aug-20 ,  1.269586474290215E+08, -8.242119256055272E+07,  1.253137930788100E+03,  1.572829313929985E+01,  2.486341851251380E+01, -1.169745283419843E-03,  5.049035669519233E+02,  1.513662813894846E+08, -3.463768983779658E-01,
2453603.500000000, 2005-Aug-21 ,  1.282994997099044E+08, -8.026137934992269E+07,  1.143920155398548E+03,  1.530922026017284E+01,  2.513122990187736E+01, -1.347611387148007E-03,  5.048032836749476E+02,  1.513362172193838E+08, -3.495652188838645E-01,
2453604.500000000, 2005-Aug-22 ,  1.296039518286225E+08, -7.807869431364822E+07,  1.022272344559431E+03,  1.488567340633425E+01,  2.539284799154488E+01, -1.456251663372043E-03,  5.047020621985137E+02,  1.513058717841613E+08, -3.529163663818405E-01,
2453605.500000000, 2005-Aug-23 ,  1.308716114970477E+08, -7.587367660701790E+07,  8.943773668706417E+02,  1.445752466741457E+01,  2.564816554627894E+01, -1.492299568202071E-03,  5.045998333218945E+02,  1.512752243379610E+08, -3.565756938025315E-01,
2453606.500000000, 2005-Aug-24 ,  1.321020770434728E+08, -7.364687774761359E+07,  7.663941220752895E+02,  1.402468874385788E+01,  2.589700823741285E+01, -1.459369313938197E-03,  5.044964942432960E+02,  1.512442440615805E+08, -3.606305032943311E-01,
2453607.500000000, 2005-Aug-25 ,  1.332949418552825E+08, -7.139886615620153E+07,  6.439460227973759E+02,  1.358713746137973E+01,  2.613916403807106E+01, -1.365834532000676E-03,  5.043919250156516E+02,  1.512128949957939E+08, -3.651142157945586E-01,
2453608.500000000, 2005-Aug-26 ,  1.344497993406596E+08, -6.913022922645292E+07,  5.318125801756978E+02,  1.314489824290023E+01,  2.637440949556479E+01, -1.222504744333719E-03,  5.042860022391807E+02,  1.511811401462775E+08, -3.700199881111041E-01,
2453609.500000000, 2005-Aug-27 ,  1.355662473199566E+08, -6.684157349358974E+07,  4.337998126819730E+02,  1.269804373068812E+01,  2.660252703675491E+01, -1.040877029824472E-03,  5.041786084194218E+02,  1.511489442890779E+08, -3.753160823366892E-01,
2453610.500000000, 2005-Aug-28 ,  1.366438913935127E+08, -6.453352371533993E+07,  3.527291646040976E+02,  1.224667940577200E+01,  2.682331314316237E+01, -8.321364370615925E-04,  5.040696372609029E+02,  1.511162755576144E+08, -3.809582010664992E-01,
2453611.500000000, 2005-Aug-29 ,  1.376823473108065E+08, -6.220672154834017E+07,  2.904848628006876E+02,  1.179093328437009E+01,  2.703658007546238E+01, -6.067662256494799E-04,  5.039589960591700E+02,  1.510831061597909E+08, -3.868972412503499E-01,
2453612.500000000, 2005-Aug-30 ,  1.386812425983681E+08, -5.986182424100183E+07,  2.480771055668592E+02,  1.133094913792580E+01,  2.724215424071014E+01, -3.745316052050640E-04,  5.038466064782423E+02,  1.510494126110710E+08, -3.930829117686803E-01,
2453613.500000000, 2005-Aug-31 ,  1.396402177521000E+08, -5.749950352315237E+07,  2.256983679048717E+02,  1.086688308502768E+01,  2.743987359080368E+01, -1.446248933856253E-04,  5.037324047405529E+02,  1.510151757914212E+08, -3.994644090959248E-01,
2453614.500000000, 2005-Sep-01 ,  1.405589272513392E+08, -5.512044470574973E+07,  2.227658171616495E+02,  1.039890270597949E+01,  2.762958554138323E+01,  7.417775407247973E-05,  5.036163418949988E+02,  1.509803810256701E+08, -4.059893921325110E-01,
2453615.500000000, 2005-Sep-02 ,  1.414370405682379E+08, -5.272534590865333E+07,  2.379531077593565E+02,  9.927187647759681E+00,  2.781114616408925E+01,  2.734377946200794E-04,  5.034983844988369E+02,  1.509450182879354E+08, -4.126022852185721E-01,
2453616.500000000, 2005-Sep-03 ,  1.422742432581129E+08, -5.031491729381571E+07,  2.692204076647758E+02,  9.451930742117190E+00,  2.798442086883265E+01,  4.450953767687338E-04,  5.033785157901503E+02,  1.509090825531210E+08, -4.192426769656428E-01,
2453617.500000000, 2005-Sep-04 ,  1.430702381388238E+08, -4.788988018016931E+07,  3.138533800728619E+02,  8.973338833843085E+00,  2.814928640606546E+01,  5.816334113237787E-04,  5.032567372439153E+02,  1.508725742634135E+08, -4.258443220484697E-01,
2453618.500000000, 2005-Sep-05 ,  1.438247465086070E+08, -4.545096594331052E+07,  3.685208144206554E+02,  8.491632778320504E+00,  2.830563376065555E+01,  6.763390970725425E-04,  5.031330702965777E+02,  1.508354998452978E+08, -4.323349880557905E-01,
2453619.500000000, 2005-Sep-06 ,  1.445375093187207E+08, -4.299891464586433E+07,  4.293575675282627E+02,  8.007046389058022E+00,  2.845337140426800E+01,  7.236206949716717E-04,  5.030075579921535E+02,  1.507978722030452E+08, -4.386371309373540E-01,
2453620.500000000, 2005-Sep-07 ,  1.452082882121017E+08, -4.053447338831986E+07,  4.920757047031075E+02,  7.519824424232558E+00,  2.859242845526258E+01,  7.193375371166155E-04,  5.028802663386255E+02,  1.507597111253512E+08, -4.446691836601455E-01,
2453621.500000000, 2005-Sep-08 ,  1.458368663560561E+08, -3.805839439911266E+07,  5.521037740912288E+02,  7.030219880774811E+00,  2.872275754923269E+01,  6.611196526673524E-04,  5.027512852383124E+02,  1.507210435642528E+08, -4.503471835278306E-01,
2453622.500000000, 2005-Sep-09 ,  1.464230490196366E+08, -3.557143288563191E+07,  6.047533686514944E+02,  6.538490805025508E+00,  2.884433754873046E+01,  5.486835112016308E-04,  5.026207289195774E+02,  1.506819037645518E+08, -4.555866068823616E-01,
2453623.500000000, 2005-Sep-10 ,  1.469666638516646E+08, -3.307434464573440E+07,  6.454139469452202E+02,  6.044896489300268E+00,  2.895717644011010E+01,  3.841773328883136E-04,  5.024887357893944E+02,  1.506423332196151E+08, -4.603046265713295E-01,
2453624.500000000, 2005-Sep-11 ,  1.474675607814649E+08, -3.056788341048118E+07,  6.697801649663597E+02,  5.549692380523616E+00,  2.906131466753870E+01,  1.725926370550468E-04,  5.023554674986162E+02,  1.506023803911493E+08, -4.644234690851021E-01,
2453625.500000000, 2005-Sep-12 ,  1.479256113823500E+08, -2.805279788904235E+07,  6.741177154313773E+02,  5.053122508043487E+00,  2.915682855410991E+01, -7.776342811638415E-05,  5.022211067567854E+02,  1.505621000540971E+08, -4.678759272670104E-01,
2453626.500000000, 2005-Sep-13 ,  1.483407074261160E+08, -2.552982856345943E+07,  6.555692387949675E+02,  4.555408152896836E+00,  2.924383229780091E+01, -3.548423621371199E-04,  5.020858531189404E+02,  1.505215520335541E+08, -4.706140506897987E-01,
2453627.500000000, 2005-Sep-14 ,  1.487127582767591E+08, -2.299970447473279E+07,  6.124862849824131E+02,  4.056732400141690E+00,  2.932247556918070E+01, -6.427333340184305E-04,  5.019499157743138E+02,  1.504807990428745E+08, -4.726211489371615E-01,
2453628.500000000, 2005-Sep-15 ,  1.490416868326613E+08, -2.046314054593936E+07,  5.447447466747835E+02,  3.557222598525812E+00,  2.939293284818136E+01, -9.222369481332038E-04,  5.018135025956603E+02,  1.504399034007424E+08, -4.739251907029266E-01,
2453629.500000000, 2005-Sep-16 ,  1.493274240481783E+08, -1.792083629168959E+07,  4.539669614601880E+02,  3.056936216925863E+00,  2.945538181287133E+01, -1.172494670260704E-03,  5.016768056603465E+02,  1.503989226905036E+08, -4.746088860205429E-01,
2453630.500000000, 2005-Sep-17 ,  1.495699026658359E+08, -1.537347682876914E+07,  3.435546385366470E+02,  2.555858076127426E+00,  2.950997249205209E+01, -1.373695909634876E-03,  5.015399851214749E+02,  1.503579049248504E+08, -4.748099885917493E-01,
2453631.500000000, 2005-Sep-18 ,  1.497690514459233E+08, -1.282173667963612E+07,  2.184602403845638E+02,  2.053915218039269E+00,  2.955679530921223E+01, -1.510272896883436E-03,  5.014031550107492E+02,  1.503168842896275E+08, -4.747072377111114E-01,
2453632.500000000, 2005-Sep-19 ,  1.499247914419981E+08, -1.026628595059101E+07,  8.470013824151829E+01,  1.551008432917338E+00,  2.959586006406791E+01, -1.573483524941466E-03,  5.012663750544977E+02,  1.502758786903377E+08, -4.744936266298107E-01,
2453633.500000000, 2005-Sep-20 ,  1.500370353871569E+08, -7.707797504869039E+06, -5.129042235761881E+01,  1.047050526244970E+00,  2.962709472697896E+01, -1.562369349580095E-03,  5.011296510212302E+02,  1.502348898563368E+08, -4.743458057098507E-01,
2453634.500000000, 2005-Sep-21 ,  1.501056901814012E+08, -5.146953363563505E+06, -1.833021703334525E+02,  5.419977253159572E-01,  2.965036357196028E+01, -1.482831470495327E-03,  5.009929430837263E+02,  1.501939058477244E+08, -4.744007102572719E-01,
2453635.500000000, 2005-Sep-22 ,  1.501306614415882E+08, -2.584449016590445E+06, -3.058556184052723E+02,  3.586522550676970E-02,  2.966549548106951E+01, -1.345446059067612E-03,  5.008561789965695E+02,  1.501529050058696E+08, -4.747459942938602E-01,
2453636.500000000, 2005-Sep-23 ,  1.501118586684542E+08, -2.099526350331094E+04, -4.144978861873005E+02, -4.712734587534822E-01,  2.967231115553095E+01, -1.163019830169532E-03,  5.007192680519951E+02,  1.501118601372685E+08, -4.754235426749690E-01,
2453637.500000000, 2005-Sep-24 ,  1.500491998599348E+08,  2.542681969587004E+06, -5.059065720735816E+02, -9.792974312784313E-01,  2.967064205637718E+01, -9.486576380890455E-04,  5.005821127764735E+02,  1.500707420200922E+08, -4.764405637168978E-01,
2453638.500000000, 2005-Sep-25 ,  1.499426149962943E+08,  5.105843021450374E+06, -5.778608831274323E+02, -1.488052529741729E+00,  2.966033958151399E+01, -7.146324797400183E-04,  5.004446170744027E+02,  1.500295218456039E+08, -4.777822951139828E-01,
2453639.500000000, 2005-Sep-26 ,  1.497920483574580E+08,  7.667736330762026E+06, -6.291474849581718E+02, -1.997363662982114E+00,  2.964127668229357E+01, -4.719701657993625E-04,  5.003066909716424E+02,  1.499881726402351E+08, -4.794224686062091E-01,
2453640.500000000, 2005-Sep-27 ,  1.495974599372761E+08,  1.022760020298934E+07, -6.594526138636284E+02, -2.507043217827094E+00,  2.961334520516671E+01, -2.305022926343270E-04,  5.001682528644163E+02,  1.499466699397889E+08, -4.813300741212077E-01,
2453641.500000000, 2005-Sep-28 ,  1.493588263123696E+08,  1.278466426731964E+07, -6.692699053250253E+02, -3.016895353320741E+00,  2.957645176810889E+01,  8.597486651495956E-07,  5.000292303525527E+02,  1.499049920392400E+08, -4.834725116224739E-01,
2453642.500000000, 2005-Sep-29 ,  1.490761412915152E+08,  1.533815058537453E+07, -6.598344868021086E+02, -3.526716954100610E+00,  2.953051406619940E+01,  2.138162010396627E-04,  4.998895605981282E+02,  1.498631201002528E+08, -4.858158793582865E-01,
2453643.500000000, 2005-Sep-30 ,  1.487494165883065E+08,  1.788727450137863E+07, -6.330806030835956E+02, -4.036296326748438E+00,  2.947545871345850E+01,  4.004587709527385E-04,  4.997491909060299E+02,  1.498210383252299E+08, -4.883232941849958E-01,
2453644.500000000, 2005-Oct-01 ,  1.483786826631041E+08,  2.043124539380336E+07, -5.916116149006411E+02, -4.545410773299539E+00,  2.941122117623650E+01,  5.532135282599882E-04,  4.996080799674787E+02,  1.497787343301110E+08, -4.909521113122228E-01,
2453645.500000000, 2005-Oct-02 ,  1.479639897827088E+08,  2.296926751807121E+07, -5.386664216769859E+02, -5.053824161935953E+00,  2.933774793895081E+01,  6.649840154793196E-04,  4.994661999631945E+02,  1.497361997748856E+08, -4.936508762886169E-01,
2453646.500000000, 2005-Oct-03 ,  1.475054092513450E+08,  2.550054112517102E+07, -4.780647137798369E+02, -5.561285558651614E+00,  2.925500064881874E+01,  7.294949822895802E-04,  4.993235394857405E+02,  1.496934312396902E+08, -4.963568198271018E-01,
2453647.500000000, 2005-Oct-04 ,  1.470030346809746E+08,  2.802426400143802E+07, -4.141151585746557E+02, -6.067529809117875E+00,  2.916296157697270E+01,  7.417964545215483E-04,  4.991801070160183E+02,  1.496504312670352E+08, -4.989946259136817E-01,
2453648.500000000, 2005-Oct-05 ,  1.464569831065365E+08,  3.053963350158825E+07, -3.514758548755199E+02, -6.572280592194809E+00,  2.906163938720783E+01,  6.988486119734461E-04,  4.990359345061304E+02,  1.496072094359199E+08, -5.014769832974334E-01,
2453649.500000000, 2005-Oct-06 ,  1.458673957290256E+08,  3.304584905214996E+07, -2.949644521977752E+02, -7.075255930402343E+00,  2.895107407155659E+01,  6.000843373055176E-04,  4.988910805246411E+02,  1.495637833047580E+08, -5.037070574856798E-01,
2453650.500000000, 2005-Oct-07 ,  1.452344380946474E+08,  3.554211500979733E+07, -2.493242336418480E+02, -7.576175605882971E+00,  2.883134010547248E+01,  4.478520224306948E-04,  4.987456324420680E+02,  1.495201790665721E+08, -5.055826022620360E-01,
2453651.500000000, 2005-Oct-08 ,  1.445582995811949E+08,  3.802764369611515E+07, -2.189595108125359E+02, -8.074769635832757E+00,  2.870254734170549E+01,  2.476767969277205E-04,  4.985997072600420E+02,  1.494764317975684E+08, -5.070011621729004E-01,
